timestamp,age,gender,city,position,total_experience_years,experience_years_germany,seniority_level,main_technology,yearly_salary_eur,yearly_bonus_stocks_eur,vacation_days,employment_status,contract_duration,work_language,company_size,company_type,job_loss_covid,age_range
2020-11-24 12:27:23,40,Male,Munich,Mobile Developer,25.0,2.0,Lead,Swift,85000.0,5000,30,full_time,Unlimited contract,english,11-50,Product,no,40-45
2020-11-24 12:28:08,46,Male,Munich,Qa Engineer,13.0,13.0,Senior,Java,70000.0,8500,28,full_time,Unlimited contract,german,101-1000,Product,no,46-70
2020-11-24 12:28:14,33,Male,Berlin,Backend Developer,5.0,2.0,Middle,Java,66000.0,70000,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 12:28:23,33,Male,Berlin,Ml Engineer,10.0,5.0,Middle,Python,62000.0,0,28,full_time,Unlimited contract,english,51-100,Startup,no,25-34
2020-11-24 12:28:45,34,Male,Berlin,Software Engineer,14.0,4.0,Lead,Java,95000.0,5000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 12:28:58,36,Male,Berlin,Backend Developer,18.0,1.0,Senior,PHP,65000.0,70000,26,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 12:30:03,32,Male,Berlin,Software Engineer,11.0,6.0,Lead,Android,80000.0,0,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 12:35:28,46,Male,Berlin,Software Engineer,14.0,14.0,Senior,JavaScript,80000.0,0,30,full_time,Unlimited contract,english,51-100,Product,yes,46-70
2020-11-24 12:36:04,30,Male,Munich,Mobile Developer,8.0,1.0,Senior,Kotlin,66000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 12:36:13,36,Male,Rosenheim,Data Science Manager,12.0,0.5,Manager,Python,89200.0,17800,0,full_time,Unlimited contract,english,1000+,Construction,no,35-40
2020-11-24 12:37:20,35,Male,Berlin,Product Manager,10.0,5.0,Senior,PHP,90000.0,10000,0,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 12:38:26,47,Male,Munich,Devops,20.0,1.0,Senior,unknown,75000.0,0,30,full_time,Unlimited contract,unknown,1000+,Product,no,46-70
2020-11-24 12:40:25,31,Male,Berlin,Data Scientist,10.0,5.0,Lead,Python,115000.0,70000,28,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 12:44:38,26,Male,Berlin,Mobile Developer,6.0,2.0,Senior,Kotlin,70000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 12:44:58,31,Male,Mannheim,Firmware Engineer,10.0,3.0,Senior,C,45000.0,0,30,full_time,Temporary contract,english,11-50,Product,yes,25-34
2020-11-24 12:47:46,31,Male,Munich,Frontend Developer,12.0,1.5,Lead,TypeScript,85000.0,3000,29,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 12:48:17,30,Female,Berlin,Qa Engineer,5.0,3.0,Middle,Python,50000.0,4000,30,full_time,Unlimited contract,german,101-1000,Product,no,25-34
2020-11-24 12:50:06,35,Male,Munich,Software Engineer,13.0,4.0,Lead,Java,120000.0,6000,28,full_time,Unlimited contract,english,51-100,Consulting,no,35-40
2020-11-24 12:51:24,33,Male,Berlin,Software Engineer,12.0,5.0,Senior,JavaScript,120000.0,0,28,freelancer,Temporary contract,english,101-1000,Product,no,25-34
2020-11-24 12:52:56,36,Male,Berlin,Software Engineer,7.0,5.0,Middle,C++,42000.0,0,25,full_time,Unlimited contract,english and german,up to 10,Product,no,35-40
2020-11-24 12:54:46,36,Male,Munich,Solution Architect,12.0,5.0,Lead,Python,105000.0,25000,28,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 12:55:11,40,Male,Munich,Software Engineer,13.0,1.0,Senior,unknown,77000.0,101,30,full_time,Unlimited contract,english,1000+,Product,no,40-45
2020-11-24 12:55:30,38,Male,Frankfurt,Data Center Manager,6.0,2.0,Head,Python,68000.0,12000,30,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 12:55:58,35,Female,Berlin,Software Engineer,15.0,6.0,Senior,C#,76000.0,0,30,full_time,Unlimited contract,german,1000+,Product,no,35-40
2020-11-24 12:58:38,32,Male,Munich,Full-Stack Developer,9.0,2.0,Senior,Java,70000.0,4000,26,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 12:59:10,29,Male,Berlin,Software Engineer,8.0,2.0,Senior,Golang,70000.0,5000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:00:56,30,Male,Rosenheim,Software Engineer,9.0,5.0,Middle,Java,63000.0,0,30,full_time,Unlimited contract,german,101-1000,Product,no,25-34
2020-11-24 13:01:17,35,Male,Berlin,Ml Engineer,10.0,2.0,Lead,Scala,96000.0,4000,30,full_time,Unlimited contract,english,11-50,Product,no,35-40
2020-11-24 13:02:04,29,Male,Berlin,Software Engineer,7.0,5.0,Senior,Python,64000.0,0,30,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 13:05:17,32,Female,Berlin,Product Manager,10.0,4.5,Senior,unknown,60000.0,6000,30,full_time,Unlimited contract,english,51-100,Consulting,no,25-34
2020-11-24 13:05:30,30,Female,Munich,Mobile Developer,10.0,3.5,Senior,Swift,65000.0,5000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:05:53,25,Male,Berlin,Software Engineer,6.0,1.0,Middle,Java,61500.0,26000,28,full_time,Unlimited contract,english,1000+,Big Commercial,no,25-34
2020-11-24 13:07:04,43,Male,Berlin,Software Engineer,20.0,4.0,Senior,Python,79000.0,0,27,full_time,Unlimited contract,english,1000+,Product,no,40-45
2020-11-24 13:07:24,38,Male,Berlin,Software Engineer,16.0,1.0,Senior,Python,65000.0,0,26,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 13:09:38,26,Male,Berlin,Software Engineer,5.0,2.0,Middle,Scala,63000.0,10300,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 13:11:21,34,Male,Munich,Software Engineer,12.0,5.0,Lead,Python,95000.0,0,30,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 13:14:01,34,Male,Munich,Designer (Ui/Ux),11.0,1.0,Senior,unknown,60000.0,0,28,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 13:14:33,27,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,65000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:16:52,30,Male,Berlin,Mobile Developer,3.0,2.0,Senior,Swift,58000.0,0,28,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 13:21:22,34,Male,Berlin,Data Scientist,5.0,5.0,Middle,Python,65000.0,5000,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 13:23:32,36,Female,Berlin,Qa Engineer,14.0,7.0,Lead,Java,69000.0,6900,30,full_time,Unlimited contract,english,11-50,Product,no,35-40
2020-11-24 13:25:44,27,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,65000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:25:57,45,Male,Berlin,Mobile Developer,10.0,4.0,Lead,Swift,77000.0,2000,28,full_time,Unlimited contract,english,101-1000,Product,no,40-45
2020-11-24 13:29:21,35,Male,Berlin,Backend Developer,6.0,2.0,Senior,Java,74000.0,2000,30,full_time,Unlimited contract,english,51-100,Product,no,35-40
2020-11-24 13:32:34,36,Male,Berlin,Engineering Manager,7.0,1.0,Lead,Swift,80000.0,95000,26,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 13:33:08,32,Male,Stuttgart,Qa Engineer,9.0,9.0,Senior,Java,60000.0,4700,30,full_time,Unlimited contract,german,1000+,Consulting,no,25-34
2020-11-24 13:35:41,33,Male,Böblingen,Devops,14.0,4.0,Senior,Golang,70000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 13:36:54,30,Male,Berlin,Backend Developer,10.0,2.0,Middle,PHP,56000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:37:05,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,Golang,70000.0,0,28,full_time,Unlimited contract,english,51-100,Startup,yes,35-40
2020-11-24 13:37:57,24,Male,Böblingen,C/C++/Java Developer,0.8,0.8,Junior,Java,48000.0,101,30,full_time,Unlimited contract,english,11-50,Product,no,20-24
2020-11-24 13:40:28,25,Male,Stuttgart,Backend Developer,4.0,2.0,Middle,Java,60000.0,0,30,full_time,Unlimited contract,german,101-1000,Consulting,no,25-34
2020-11-24 13:40:53,29,Male,Berlin,Mobile Developer,8.0,4.0,Senior,Kotlin,65000.0,0,26,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 13:41:26,32,Male,Berlin,Devops Manager,10.0,3.0,Lead,Python,100000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:42:43,32,Male,Düsseldorf,Software Engineer,11.0,7.0,Senior,.NET,60000.0,62000,30,full_time,Unlimited contract,english,1000+,Consulting,no,25-34
2020-11-24 13:50:23,24,Male,Munich,Software Engineer,3.0,2.0,Middle,Node.js,58000.0,18000,28,full_time,Unlimited contract,english,1000+,Consulting,no,20-24
2020-11-24 13:51:23,24,Female,Stuttgart,Software Engineer,2.0,1.0,Middle,Swift,55200.0,2000,30,full_time,Unlimited contract,english,11-50,Consulting,no,20-24
2020-11-24 13:53:01,56,Male,Ingolstadt,Software Engineer,9.0,9.0,Senior,R,75000.0,0,30,full_time,Temporary contract,german,1000+,Product,no,46-70
2020-11-24 13:54:47,53,Male,Stuttgart,Frontend Developer,15.0,15.0,Senior,Java,50000.0,0,0,full_time,Unlimited contract,german,101-1000,Product,no,46-70
2020-11-24 13:55:19,25,Male,Munich,Ml Engineer,1.0,1.0,Middle,Python,65000.0,2000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:55:19,32,Male,Berlin,Engineering Manager,9.0,5.0,Lead,unknown,95000.0,140000,Unlimited,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 13:55:55,28,Male,Stuttgart,Software Engineer,8.0,1.0,Senior,C++,67200.0,0,30,full_time,Unlimited contract,english,1000+,Outsourcing,no,25-34
2020-11-24 13:58:11,30,Male,Munich,Software Engineer,7.0,5.0,Senior,C++,100000.0,75000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 14:00:19,26,Female,Berlin,Software Engineer,6.0,4.0,Senior,.NET,65000.0,1000,27,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 14:01:01,31,Female,Stuttgart,Data Scientist,4.0,2.0,Middle,R,65000.0,73000,30,full_time,Unlimited contract,german,1000+,Product,no,25-34
2020-11-24 14:02:22,31,Male,Munich,Software Engineer,9.0,1.0,Middle,C++,92500.0,22500,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 14:03:04,29,Female,Stuttgart,Qa Engineer,6.0,2.0,Middle,JavaScript,54000.0,0,26,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 14:03:07,33,Male,Munich,Backend Developer,15.0,3.0,Lead,Scala,100000.0,10000,30,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 14:04:28,26,Male,Munich,Ml Engineer,1.5,1.5,Junior,Python,58000.0,0,30,full_time,Unlimited contract,german,101-1000,Consulting,no,25-34
2020-11-24 14:06:46,30,Female,Frankfurt,Qa Engineer,6.0,4.0,Senior,Bash,70000.0,2000,30,full_time,Unlimited contract,german,1000+,Bank,no,25-34
2020-11-24 14:07:23,34,Male,Berlin,Software Engineer,14.0,5.0,Senior,C#,72000.0,0,26,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 14:07:23,37,Male,Berlin,Team Lead,12.0,10.0,Head,Python,90000.0,0,30,full_time,Unlimited contract,english,11-50,Consulting,no,35-40
2020-11-24 14:13:25,28,Male,Munich,Network Administrator,9.0,3.0,Senior,Python,61200.0,7300,30,full_time,Unlimited contract,english,1000+,Automotive,no,25-34
2020-11-24 14:14:23,35,Male,Stuttgart,Security Manager,14.0,8.0,Senior,unknown,80000.0,5000,30,full_time,Unlimited contract,german,1000+,Product,no,35-40
2020-11-24 14:21:40,29,Male,Düsseldorf,Consultant Data Analytics,1.0,1.0,Junior,Python,45000.0,2000,30,full_time,Unlimited contract,german,1000+,Consulting,no,25-34
2020-11-24 14:24:07,39,Male,Munich,BI Consultant,5.0,5.0,Middle,Qlik Script,56000.0,17000,30,full_time,Unlimited contract,german,1000+,Product,no,35-40
2020-11-24 14:26:28,31,Female,Berlin,Graphic Designer,11.0,2.0,Middle,unknown,32000.0,0,27,full_time,Temporary contract,english,101-1000,Startup,no,25-34
2020-11-24 14:28:29,39,Male,Munich,Software Engineer,12.0,6.0,Lead,PHP,108000.0,0,0,freelancer,Unlimited contract,english,up to 10,Consulting,no,35-40
2020-11-24 14:28:35,29,Male,Munich,Backend Developer,8.0,4.0,Senior,Java,95000.0,7000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 14:29:49,36,Male,Nürnberg,Frontend Developer,1.0,0.5,Junior,JavaScript,37500.0,0,28,full_time,Temporary contract,german,up to 10,Startup,yes,35-40
2020-11-24 14:30:08,33,Male,Berlin,Ios Developer,10.0,2.0,Middle,Swift,67000.0,0,29,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 14:30:58,35,Male,Frankfurt,Banker,12.0,2.0,Senior,unknown,100000.0,32000,0,full_time,Unlimited contract,english,101-1000,Bank,no,35-40
2020-11-24 14:31:59,31,Male,Berlin,Data Engineer,9.0,5.0,Senior,Python,81000.0,12150,0,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 14:34:00,38,Male,Berlin,Backend Developer,11.0,1.0,Senior,JavaScript,35000.0,0,0,full_time,Unlimited contract,english,up to 10,Startup,no,35-40
2020-11-24 14:34:18,37,Male,Berlin,Cloud Engineer,15.0,3.0,Senior,Python,72000.0,10000,36,full_time,Unlimited contract,english,1000+,Product,yes,35-40
2020-11-24 14:34:36,34,Male,Munich,Product Manager,7.0,1.7,Middle,unknown,72000.0,0,28,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 14:34:38,30,Male,Ansbach,Software Engineer,4.0,3.0,Junior,PHP,42000.0,0,27,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 14:37:11,34,Male,Munich,Solution Architect,14.0,6.0,Head,C++,95000.0,10000,24,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 14:38:11,43,Male,Berlin,Backend Developer,5.0,1.5,Middle,Java,64000.0,6000,28,full_time,Unlimited contract,english,101-1000,Product,no,40-45
2020-11-24 14:40:25,32,Female,Stuttgart,Stuttgart,2.0,2.0,Junior,Java,52000.0,4000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 14:42:18,34,Male,Leipzig,Mobile Developer,14.0,2.0,Senior,Android,60000.0,60000,23,full_time,Unlimited contract,english,101-1000,Consulting,no,25-34
2020-11-24 14:47:18,29,Male,Berlin,Backend Developer,9.0,5.0,Senior,Java,85000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 14:49:06,37,Male,Berlin,Frontend Developer,14.0,5.0,Senior,Angular,84000.0,0,30,full_time,Unlimited contract,english,1000+,It Department Of Established Business,no,35-40
2020-11-24 14:49:52,41,Male,Munich,Senior Program Manager,19.0,5.0,Senior,C++,120000.0,0,33,full_time,Unlimited contract,english,101-1000,Product,no,40-45
2020-11-24 14:52:12,33,Male,Mannheim,Software Engineer,6.0,2.0,Middle,C#,49000.0,0,28,full_time,Unlimited contract,english,51-100,Startup,no,25-34
2020-11-24 14:54:48,33,Female,Berlin,Qa Engineer,9.0,2.0,Middle,Java,57000.0,0,21,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 14:56:33,40,Male,Munich,Qa Engineer,18.0,14.0,Lead,Java,78000.0,8000,30,full_time,Unlimited contract,german,1000+,Product,no,40-45
2020-11-24 14:58:11,38,Male,Munich,Backend Developer,12.0,12.0,Senior,Java,70000.0,1500,30,full_time,Unlimited contract,german,101-1000,Telecommunications,no,35-40
2020-11-24 15:03:12,29,Male,Munich,Frontend Developer,5.0,3.5,Middle,JavaScript,57000.0,0,26,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 15:04:23,27,Male,Berlin,Backend Developer,7.0,0.0,Senior,Golang,72000.0,15000,30,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 15:05:21,39,Male,Berlin,Product Manager,10.0,5.0,Lead,unknown,120000.0,200000,25,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 15:07:35,33,Male,Frankfurt,Software Engineer,10.0,1.0,Senior,.NET,30000.0,0,0,freelancer,Unlimited contract,english,up to 10,Startup,no,25-34
2020-11-24 15:08:28,33,Female,Munich,Qa Engineer,6.5,3.0,Senior,unknown,58000.0,3500,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 15:09:28,38,Male,Munich,Ml Engineer,10.0,3.0,Lead,Python,92000.0,101,30,full_time,Unlimited contract,english,51-100,Consulting,no,35-40
2020-11-24 15:10:18,42,Male,Berlin,Ml Engineer,20.0,20.0,Senior,Python,80000.0,0,30,full_time,Unlimited contract,german,1000+,Product,no,40-45
2020-11-24 15:16:47,45,Female,Frankfurt,Db Developer/Data Analyst,6.0,0.9,Senior,SQL,55000.0,0,28,full_time,Unlimited contract,english,11-50,Product,no,40-45
2020-11-24 15:17:34,38,Male,Hamburg,Software Engineer,12.0,6.0,Senior,Java,73000.0,7000,30,full_time,Unlimited contract,english,51-100,Product,no,35-40
2020-11-24 15:17:54,29,Male,Berlin,Qa Engineer,9.0,2.0,Senior,unknown,62000.0,8000,28,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 15:21:19,30,Male,Berlin,Software Engineer,11.0,2.0,Senior,Kotlin,55000.0,0,30,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 15:22:10,32,Male,Berlin,Software Engineer,9.0,5.0,Lead,JavaScript,90000.0,0,25,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 15:27:01,41,Male,Munich,Backend Developer,21.0,3.0,Senior,Java,80000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,40-45
2020-11-24 15:28:50,34,Male,Berlin,Security Engineer,10.0,4.0,Senior,Python,85000.0,25000,28,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 15:31:46,45,Male,Berlin,Software Engineer,25.0,20.0,Lead,C++,75000.0,20000,30,full_time,Unlimited contract,german,1000+,Product,no,40-45
2020-11-24 15:32:59,34,Male,Berlin,Devops,6.0,6.0,Middle,Java,62000.0,70000,28,full_time,Unlimited contract,german,1000+,Media,no,25-34
2020-11-24 15:37:24,25,Male,Stuttgart,Backend Developer,7.0,1.0,Senior,PHP,60000.0,0,26,full_time,Unlimited contract,english,11-50,Startup,yes,25-34
2020-11-24 15:38:09,32,Male,Berlin,Software Engineer,12.0,1.5,Senior,Swift,66800.0,0,25,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 15:39:13,65,Male,Berlin,Software Engineer,25.0,25.0,Senior,Pascal,55000.0,0,30,full_time,Unlimited contract,german,51-100,Product,no,46-70
2020-11-24 15:41:16,33,Male,Munich,Business Analyst,10.0,4.0,Senior,Java,70000.0,0,27,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 15:41:45,34,Male,Berlin,Ml Engineer,12.0,3.0,Senior,Python,90000.0,0,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 15:42:31,28,Male,Berlin,Backend Developer,7.0,1.0,Senior,PHP,70000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 15:56:31,39,Male,Munich,Dba,17.0,5.0,Senior,SQL,64000.0,70000,28,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 15:59:02,30,Male,Berlin,Backend Developer,7.0,2.0,Senior,Ruby,72000.0,0,25,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 15:59:17,34,Male,Berlin,Devops,12.0,2.0,Senior,Java,70000.0,0,25,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 16:02:11,35,Male,Berlin,Support Engineer,10.0,4.0,Senior,PHP,63500.0,63500,28,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 16:03:27,35,Female,Berlin,Frontend Developer,12.0,5.0,Middle,JavaScript,70000.0,0,29,full_time,Unlimited contract,english,101-1000,E-commerce,no,35-40
2020-11-24 16:05:55,34,Male,Berlin,Frontend Developer,10.0,3.0,Senior,TypeScript,68000.0,0,40,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 16:06:53,34,Male,Berlin,Software Engineer,12.0,2.0,Lead,.NET,78000.0,8000,36,full_time,Unlimited contract,german,1000+,Product,no,25-34
2020-11-24 16:14:57,35,Male,Berlin,Software Engineer,8.0,1.0,Senior,Elixir,75000.0,0,27,full_time,Unlimited contract,english,101-1000,Startup,Unknown,35-40
2020-11-24 16:15:34,38,Male,Berlin,Software Engineer,13.0,6.0,Lead,Java,89570.0,20240,30,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 16:16:41,34,Female,Berlin,Software Engineer,9.0,3.0,Senior,Kotlin,78000.0,3000,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 16:20:42,31,Male,Berlin,Mobile Developer,7.0,3.5,Senior,Swift,80000.0,0,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 16:26:30,34,Male,Berlin,Backend Developer,15.0,5.0,Senior,Elixir,70000.0,70000,30,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 16:34:40,29,Female,Munich,Software Engineer,5.0,4.0,Middle,JavaScript,67000.0,5000,31,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 16:35:30,37,Male,Berlin,Software Engineer,15.0,3.0,Senior,Scala,85000.0,5000,30,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 16:42:53,44,Male,Stuttgart,Software Engineer,22.0,3.0,Senior,Erlang,76000.0,0,30,full_time,Unlimited contract,english,51-100,Startup,no,40-45
2020-11-24 16:56:17,30,Male,Munich,Frontend Developer,9.0,3.0,Middle,TypeScript,66000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:01:00,26,Male,Frankfurt,Consultant,4.0,4.0,Middle,JavaScript,65000.0,70000,30,full_time,Unlimited contract,german,101-1000,Consulting,no,25-34
2020-11-24 17:03:03,33,unspecified,Hamburg,Software Engineer,1.0,6.0,Middle,Scala,120000.0,0,0,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 17:04:09,46,Male,Berlin,Software Engineer,14.0,14.0,Senior,JavaScript,80000.0,0,30,full_time,Unlimited contract,english,51-100,Product,yes,46-70
2020-11-24 17:05:17,33,Male,Berlin,Software Engineer,14.0,4.0,Senior,PHP,68000.0,0,0,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 17:08:51,27,Male,Tuttlingen,Software Engineer,4.0,4.0,Junior,C#,46000.0,2000,30,full_time,Unlimited contract,german,up to 10,Product,no,25-34
2020-11-24 17:12:18,38,Male,Stuttgart,Software Engineer,15.0,8.0,Senior,C#,56400.0,0,30,full_time,Unlimited contract,english,11-50,Product,no,35-40
2020-11-24 17:21:09,32,Male,Munich,Backend Developer,11.0,3.5,Senior,PHP,81200.0,81200,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 17:24:17,36,Female,Berlin,Recruiter,11.0,4.0,Senior,unknown,70000.0,11000,Unlimited,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 17:24:24,26,Male,Frankfurt,Backend Developer,7.0,1.5,Senior,Java,65000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:27:43,29,Male,Berlin,Software Engineer,12.0,3.0,Senior,Golang,75000.0,75000,27,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:28:01,32,Male,Nürnberg,Test Automation,8.0,2.0,Senior,Java,60000.0,0,30,full_time,Unlimited contract,german,101-1000,Consulting,yes,25-34
2020-11-24 17:29:12,29,Male,Bonn,Mobile Developer,5.0,2.0,Middle,Objective-C,55000.0,4000,24,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 17:29:25,33,Male,Hamburg,Software Engineer,10.0,3.0,Senior,Ruby,75000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:29:51,29,unspecified,Munich,Data Scientist,2.0,2.0,Middle,Python,54000.0,0,20,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 17:30:40,32,Male,Munich,Qa Engineer,9.0,3.0,Senior,Python,76000.0,0,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:31:48,34,Male,Berlin,Software Engineer,10.0,10.0,Senior,C++,76000.0,12000,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:33:40,31,Male,Moscow,Data Scientist,2.5,0.0,Lead,Python,30000.0,6500,30,full_time,Unlimited contract,russian,1000+,Bank,no,25-34
2020-11-24 17:35:27,29,Male,Munich,Software Engineer,7.0,1.0,Senior,TypeScript,80000.0,0,0,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 17:35:46,33,Male,Munich,Software Engineer,10.0,4.0,Senior,C#,78000.0,0,30,full_time,Unlimited contract,german,51-100,Product,no,25-34
2020-11-24 17:37:32,32,Male,Berlin,Backend Developer,4.0,1.0,Senior,Ruby,65000.0,0,28,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 17:38:29,47,Male,Hamburg,Software Engineer,22.0,10.0,Senior,C++,46000.0,46000,30,full_time,Unlimited contract,english,up to 10,Product,no,46-70
2020-11-24 17:38:51,29,Male,Berlin,Backend Developer,8.0,1.5,Middle,Golang,65000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:39:35,28,Male,Munich,Software Engineer,5.0,6.0,Senior,C++,67000.0,2000,20,freelancer,Unlimited contract,english,up to 10,Startup,yes,25-34
2020-11-24 17:40:40,25,Male,Hamburg,Data Scientist,2.0,2.0,Middle,Python,48000.0,5000,28,full_time,Unlimited contract,german,11-50,Product,no,25-34
2020-11-24 17:40:57,32,Male,Munich,Sap Developer,9.0,1.0,Senior,ABAP,70800.0,5000,30,full_time,Unlimited contract,german,1000+,Consulting,no,25-34
2020-11-24 17:43:34,45,Male,Munich,Frontend Developer,3.0,0.0,Senior,JavaScript,70000.0,0,25,full_time,Unlimited contract,russian,11-50,Startup,yes,40-45
2020-11-24 17:45:03,26,Male,Frankfurt,Software Engineer,3.0,1.0,Middle,Python,48000.0,0,27,full_time,Unlimited contract,english,51-100,Consulting,no,25-34
2020-11-24 17:45:39,29,Male,Munich,Mobile Developer,8.0,0.25,Senior,Java,65400.0,0,30,full_time,Unlimited contract,english,11-50,Consulting,no,25-34
2020-11-24 17:47:00,40,Male,Berlin,Backend Developer,18.0,2.5,Senior,PHP,60000.0,0,28,full_time,Unlimited contract,english,1000+,Product,no,40-45
2020-11-24 17:47:42,27,Male,Munich,Software Engineer,5.0,1.0,Senior,TypeScript,71000.0,5000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
